Date,Zip Code,Pickup Location,Number of Trips Booked
2024/07/12,700082,Haridevpur,15
2024/07/12,700085,K.G. Bose Sarani,9
2024/07/12,700086,Baghajatin,13
2024/07/12,700088,Brace Bridge,11
2024/07/12,700095,Golf Green,14
2024/07/12,700099,Kalikapur,8
2024/07/12,700107,E.K.T,18
2024/07/12,700141,Daulatpur,13
2024/07/12,700008,Barisha,8
2024/07/12,700010,Beleghata,13
2024/07/12,700012,Bowbazar,29
2024/07/12,700015,Entally,24
2024/07/12,700017,Kidderpore,11
2024/07/12,700018,Bartala,12
2024/07/12,700021,Fort William,22
2024/07/12,700024,Garden Reach,8
2024/07/12,700072,Hindustan Building,14
2024/07/12,700135,Rajarhat,25
2024/07/12,700136,New Town,23
2024/07/12,700023,Khiddirpore,8
2024/07/12,700091,Salt Lake Sector I,13
2024/07/12,700098,Bidhan Nagar,24
2024/07/12,700105,Kankurgachi,11
2024/07/12,700106,Phool Bagan,7
2024/07/12,700108,Shyambazar,25
2024/07/12,700109,Bagbazar,11
2024/07/13,700001,B.B.D. Bagh,12
2024/07/13,700007,Esplanade,20
2024/07/13,700013,Chittaranjan Avenue,20
2024/07/13,700014,Bhowanipore,17
2024/07/13,700016,Park Street,11
2024/07/13,700019,Ballygunge,10
2024/07/13,700020,A.J.C. Bose Road,19
2024/07/13,700022,Hastings,10
2024/07/13,700025,Bhawanipore,12
2024/07/13,700026,Kalighat,10
2024/07/13,700027,Alipore,8
2024/07/13,700029,Dover Lane,4
2024/07/13,700031,Dhakuria,14
2024/07/13,700032,Bijoygarh,10
2024/07/13,700033,Indrani Park,12
2024/07/13,700034,Behala,6
2024/07/13,700042,Kasba,14
2024/07/13,700044,Badartala,10
2024/07/13,700046,Abinash Chaowdhury Lane,11
2024/07/13,700047,Ganguly Bagan,12
2024/07/13,700053,Kalabagan,11
2024/07/13,700054,Bengal Chemical,17
2024/07/13,700061,Jairampur,9
2024/07/13,700066,Bidhangarh,9
2024/07/13,700068,Jodhpur Park,11
2024/07/13,700069,Great Eastern Hotel,16
2024/07/13,700073,Colootola,23
2024/07/13,700075,Garfa,11
2024/07/13,700078,Haltu,7
2024/07/13,700082,Haridevpur,11
2024/07/13,700085,K.G. Bose Sarani,8
2024/07/13,700086,Baghajatin,7
2024/07/13,700088,Brace Bridge,13
2024/07/13,700095,Golf Green,8
2024/07/13,700099,Kalikapur,9
2024/07/13,700107,E.K.T,8
2024/07/13,700141,Daulatpur,14
2024/07/13,700008,Barisha,5
2024/07/13,700010,Beleghata,18
2024/07/13,700012,Bowbazar,23
2024/07/13,700015,Entally,15
2024/07/13,700017,Kidderpore,7
2024/07/13,700018,Bartala,15
2024/07/13,700021,Fort William,16
2024/07/13,700024,Garden Reach,8
2024/07/13,700072,Hindustan Building,17
2024/07/13,700135,Rajarhat,14
2024/07/13,700136,New Town,11
2024/07/13,700023,Khiddirpore,7
2024/07/13,700091,Salt Lake Sector I,14
2024/07/13,700098,Bidhan Nagar,16
2024/07/13,700105,Kankurgachi,13
2024/07/13,700106,Phool Bagan,17
2024/07/13,700108,Shyambazar,19
2024/07/13,700109,Bagbazar,9
2024/07/14,700001,B.B.D. Bagh,9
2024/07/14,700007,Esplanade,14
2024/07/14,700013,Chittaranjan Avenue,20
2024/07/14,700014,Bhowanipore,2
2024/07/14,700016,Park Street,14
2024/07/14,700019,Ballygunge,6
2024/07/14,700020,A.J.C. Bose Road,19
2024/07/14,700022,Hastings,5
2024/07/14,700025,Bhawanipore,3
2024/07/14,700026,Kalighat,11
2024/07/14,700027,Alipore,13
2024/07/14,700029,Dover Lane,5
2024/07/14,700031,Dhakuria,7
2024/07/14,700032,Bijoygarh,11
2024/07/14,700033,Indrani Park,7
2024/07/14,700034,Behala,4
2024/07/14,700042,Kasba,7
2024/07/14,700044,Badartala,10
2024/07/14,700046,Abinash Chaowdhury Lane,5
2024/07/14,700047,Ganguly Bagan,12
2024/07/14,700053,Kalabagan,7
2024/07/14,700054,Bengal Chemical,7
2024/07/14,700061,Jairampur,7
2024/07/14,700066,Bidhangarh,11
2024/07/14,700068,Jodhpur Park,6
2024/07/14,700069,Great Eastern Hotel,18
2024/07/14,700073,Colootola,13
2024/07/14,700075,Garfa,13
2024/07/14,700078,Haltu,11
2024/07/14,700082,Haridevpur,13
2024/07/14,700085,K.G. Bose Sarani,6
2024/07/14,700086,Baghajatin,11
2024/07/14,700088,Brace Bridge,5
2024/07/14,700095,Golf Green,12
2024/07/14,700099,Kalikapur,9
2024/07/14,700107,E.K.T,8
2024/07/14,700141,Daulatpur,7
2024/07/14,700008,Barisha,9
2024/07/14,700010,Beleghata,6
2024/07/14,700012,Bowbazar,14
2024/07/14,700015,Entally,8
2024/07/14,700017,Kidderpore,13
2024/07/14,700018,Bartala,5
2024/07/14,700021,Fort William,13
2024/07/14,700024,Garden Reach,6
2024/07/14,700072,Hindustan Building,9
2024/07/14,700135,Rajarhat,18
2024/07/14,700136,New Town,7
2024/07/14,700023,Khiddirpore,6
2024/07/14,700091,Salt Lake Sector I,9
2024/07/14,700098,Bidhan Nagar,15
2024/07/14,700105,Kankurgachi,9
2024/07/14,700106,Phool Bagan,4
2024/07/14,700108,Shyambazar,20
2024/07/14,700109,Bagbazar,11
2024/07/15,700001,B.B.D. Bagh,28
2024/07/15,700007,Esplanade,23
2024/07/15,700013,Chittaranjan Avenue,30
2024/07/15,700014,Bhowanipore,15
2024/07/15,700016,Park Street,33
2024/07/15,700019,Ballygunge,14
2024/07/15,700020,A.J.C. Bose Road,18
2024/07/15,700022,Hastings,12
2024/07/15,700025,Bhawanipore,10
2024/07/15,700026,Kalighat,15
2024/07/15,700027,Alipore,15
2024/07/15,700029,Dover Lane,11
2024/07/15,700031,Dhakuria,7
2024/07/15,700032,Bijoygarh,15
2024/07/15,700033,Indrani Park,13
2024/07/15,700034,Behala,8
2024/07/15,700042,Kasba,10
2024/07/15,700044,Badartala,11
2024/07/15,700046,Abinash Chaowdhury Lane,5
2024/07/15,700047,Ganguly Bagan,14
2024/07/15,700053,Kalabagan,15
2024/07/15,700054,Bengal Chemical,13
2024/07/15,700061,Jairampur,8
2024/07/15,700066,Bidhangarh,13
2024/07/15,700068,Jodhpur Park,12
2024/07/15,700069,Great Eastern Hotel,31
2024/07/15,700073,Colootola,28
2024/07/15,700075,Garfa,14
2024/07/15,700078,Haltu,6
2024/07/15,700082,Haridevpur,10
2024/07/15,700085,K.G. Bose Sarani,11
2024/07/15,700086,Baghajatin,11
2024/07/15,700088,Brace Bridge,10
2024/07/15,700095,Golf Green,12
2024/07/15,700099,Kalikapur,9
2024/07/15,700107,E.K.T,16
2024/07/15,700141,Daulatpur,7
2024/07/15,700008,Barisha,11
2024/07/15,700010,Beleghata,17
2024/07/15,700012,Bowbazar,18
2024/07/15,700015,Entally,26
2024/07/15,700017,Kidderpore,7
2024/07/15,700018,Bartala,15
2024/07/15,700021,Fort William,17
2024/07/15,700024,Garden Reach,8
2024/07/15,700072,Hindustan Building,25
2024/07/15,700135,Rajarhat,21
2024/07/15,700136,New Town,13
2024/07/15,700023,Khiddirpore,20
2024/07/15,700091,Salt Lake Sector I,15
2024/07/15,700098,Bidhan Nagar,17
2024/07/15,700105,Kankurgachi,11
2024/07/15,700106,Phool Bagan,14
2024/07/15,700108,Shyambazar,26
2024/07/15,700109,Bagbazar,6
2024/07/16,700001,B.B.D. Bagh,29
2024/07/16,700007,Esplanade,21
2024/07/16,700013,Chittaranjan Avenue,24
2024/07/16,700014,Bhowanipore,11
2024/07/16,700016,Park Street,29
2024/07/16,700019,Ballygunge,15
2024/07/16,700020,A.J.C. Bose Road,29
2024/07/16,700022,Hastings,13
2024/07/16,700025,Bhawanipore,8
2024/07/16,700026,Kalighat,23
2024/07/16,700027,Alipore,16
2024/07/16,700029,Dover Lane,8
2024/07/16,700031,Dhakuria,10
2024/07/16,700032,Bijoygarh,13
2024/07/16,700033,Indrani Park,9
2024/07/16,700034,Behala,9
2024/07/16,700042,Kasba,8
2024/07/16,700044,Badartala,9
2024/07/16,700046,Abinash Chaowdhury Lane,16
2024/07/16,700047,Ganguly Bagan,6
2024/07/16,700053,Kalabagan,12
2024/07/16,700054,Bengal Chemical,20
2024/07/16,700061,Jairampur,11
2024/07/16,700066,Bidhangarh,7
2024/07/16,700068,Jodhpur Park,12
2024/07/16,700069,Great Eastern Hotel,29
2024/07/16,700073,Colootola,20
2024/07/16,700075,Garfa,12
2024/07/16,700078,Haltu,17
2024/07/16,700082,Haridevpur,11
2024/07/16,700085,K.G. Bose Sarani,5
2024/07/16,700086,Baghajatin,13
2024/07/16,700088,Brace Bridge,11
2024/07/16,700095,Golf Green,8
2024/07/16,700099,Kalikapur,16
2024/07/16,700107,E.K.T,6
2024/07/16,700141,Daulatpur,14
2024/07/16,700008,Barisha,14
2024/07/16,700010,Beleghata,25
2024/07/16,700012,Bowbazar,20
2024/07/16,700015,Entally,19
2024/07/16,700017,Kidderpore,7
2024/07/16,700018,Bartala,12
2024/07/16,700021,Fort William,24
2024/07/16,700024,Garden Reach,10
2024/07/16,700072,Hindustan Building,33
2024/07/16,700135,Rajarhat,25
2024/07/16,700136,New Town,11
2024/07/16,700023,Khiddirpore,13
2024/07/16,700091,Salt Lake Sector I,11
2024/07/16,700098,Bidhan Nagar,18
2024/07/16,700105,Kankurgachi,19
2024/07/16,700106,Phool Bagan,8
2024/07/16,700108,Shyambazar,17
2024/07/16,700109,Bagbazar,14
2024/07/17,700001,B.B.D. Bagh,29
2024/07/17,700007,Esplanade,19
2024/07/17,700013,Chittaranjan Avenue,17
2024/07/17,700014,Bhowanipore,6
2024/07/17,700016,Park Street,24
2024/07/17,700019,Ballygunge,10
2024/07/17,700020,A.J.C. Bose Road,17
2024/07/17,700022,Hastings,19
2024/07/17,700025,Bhawanipore,18
2024/07/17,700026,Kalighat,15
2024/07/17,700027,Alipore,9
2024/07/17,700029,Dover Lane,8
2024/07/17,700031,Dhakuria,13
2024/07/17,700032,Bijoygarh,11
2024/07/17,700033,Indrani Park,8
2024/07/17,700034,Behala,17
2024/07/17,700042,Kasba,9
2024/07/17,700044,Badartala,8
2024/07/17,700046,Abinash Chaowdhury Lane,11
2024/07/17,700047,Ganguly Bagan,13
2024/07/17,700053,Kalabagan,13
2024/07/17,700054,Bengal Chemical,19
2024/07/17,700061,Jairampur,16
2024/07/17,700066,Bidhangarh,9
2024/07/17,700068,Jodhpur Park,12
2024/07/17,700069,Great Eastern Hotel,24
2024/07/17,700073,Colootola,23
2024/07/17,700075,Garfa,20
2024/07/17,700078,Haltu,17
2024/07/17,700082,Haridevpur,11
2024/07/17,700085,K.G. Bose Sarani,7
2024/07/17,700086,Baghajatin,11
2024/07/17,700088,Brace Bridge,16
2024/07/17,700095,Golf Green,10
2024/07/17,700099,Kalikapur,10
2024/07/17,700107,E.K.T,15
2024/07/17,700141,Daulatpur,15
2024/07/17,700008,Barisha,13
2024/07/17,700010,Beleghata,18
2024/07/17,700012,Bowbazar,23
2024/07/17,700015,Entally,28
2024/07/17,700017,Kidderpore,21
2024/07/17,700018,Bartala,15
2024/07/17,700021,Fort William,26
2024/07/17,700024,Garden Reach,8
2024/07/17,700072,Hindustan Building,28
2024/07/17,700135,Rajarhat,22
2024/07/17,700136,New Town,12
2024/07/17,700023,Khiddirpore,11
2024/07/17,700091,Salt Lake Sector I,15
2024/07/17,700098,Bidhan Nagar,12
2024/07/17,700105,Kankurgachi,10
2024/07/17,700106,Phool Bagan,12
2024/07/17,700108,Shyambazar,22
2024/07/17,700109,Bagbazar,12
2024/07/18,700001,B.B.D. Bagh,24
2024/07/18,700007,Esplanade,35
2024/07/18,700013,Chittaranjan Avenue,26
2024/07/18,700014,Bhowanipore,8
2024/07/18,700016,Park Street,26
2024/07/18,700019,Ballygunge,16
2024/07/18,700020,A.J.C. Bose Road,20
2024/07/18,700022,Hastings,7
2024/07/18,700025,Bhawanipore,10
2024/07/18,700026,Kalighat,13
2024/07/18,700027,Alipore,7
2024/07/18,700029,Dover Lane,10
2024/07/18,700031,Dhakuria,17
2024/07/18,700032,Bijoygarh,16
2024/07/18,700033,Indrani Park,9
2024/07/18,700034,Behala,17
2024/07/18,700042,Kasba,9
2024/07/18,700044,Badartala,18
2024/07/18,700046,Abinash Chaowdhury Lane,11
2024/07/18,700047,Ganguly Bagan,11
2024/07/18,700053,Kalabagan,14
2024/07/18,700054,Bengal Chemical,16
2024/07/18,700061,Jairampur,8
2024/07/18,700066,Bidhangarh,13
2024/07/18,700068,Jodhpur Park,15
2024/07/18,700069,Great Eastern Hotel,24
2024/07/18,700073,Colootola,21
2024/07/18,700075,Garfa,14
2024/07/18,700078,Haltu,10
2024/07/18,700082,Haridevpur,12
2024/07/18,700085,K.G. Bose Sarani,6
2024/07/18,700086,Baghajatin,11
2024/07/18,700088,Brace Bridge,10
2024/07/18,700095,Golf Green,15
2024/07/18,700099,Kalikapur,8
2024/07/18,700107,E.K.T,11
2024/07/18,700141,Daulatpur,13
2024/07/18,700008,Barisha,10
2024/07/18,700010,Beleghata,25
2024/07/18,700012,Bowbazar,29
2024/07/18,700015,Entally,19
2024/07/18,700017,Kidderpore,17
2024/07/18,700018,Bartala,5
2024/07/18,700021,Fort William,18
2024/07/18,700024,Garden Reach,9
2024/07/18,700072,Hindustan Building,23
2024/07/18,700135,Rajarhat,18
2024/07/18,700136,New Town,16
2024/07/18,700023,Khiddirpore,14
2024/07/18,700091,Salt Lake Sector I,22
2024/07/18,700098,Bidhan Nagar,17
2024/07/18,700105,Kankurgachi,16
2024/07/18,700106,Phool Bagan,13
2024/07/18,700108,Shyambazar,19
2024/07/18,700109,Bagbazar,8
2024/07/19,700001,B.B.D. Bagh,25
2024/07/19,700007,Esplanade,25
2024/07/19,700013,Chittaranjan Avenue,26
2024/07/19,700014,Bhowanipore,11
2024/07/19,700016,Park Street,23
2024/07/19,700019,Ballygunge,8
2024/07/19,700020,A.J.C. Bose Road,34
2024/07/19,700022,Hastings,19
2024/07/19,700025,Bhawanipore,9
2024/07/19,700026,Kalighat,6
2024/07/19,700027,Alipore,8
2024/07/19,700029,Dover Lane,11
2024/07/19,700031,Dhakuria,6
2024/07/19,700032,Bijoygarh,7
2024/07/19,700033,Indrani Park,14
2024/07/19,700034,Behala,10
2024/07/19,700042,Kasba,10
2024/07/19,700044,Badartala,10
2024/07/19,700046,Abinash Chaowdhury Lane,10
2024/07/19,700047,Ganguly Bagan,15
2024/07/19,700053,Kalabagan,14
2024/07/19,700054,Bengal Chemical,19
2024/07/19,700061,Jairampur,9
2024/07/19,700066,Bidhangarh,12
2024/07/19,700068,Jodhpur Park,9
2024/07/19,700069,Great Eastern Hotel,25
2024/07/19,700073,Colootola,16
2024/07/19,700075,Garfa,12
2024/07/19,700078,Haltu,16
2024/07/19,700082,Haridevpur,12
2024/07/19,700085,K.G. Bose Sarani,12
2024/07/19,700086,Baghajatin,16
2024/07/19,700088,Brace Bridge,16
2024/07/19,700095,Golf Green,12
2024/07/19,700099,Kalikapur,13
2024/07/19,700107,E.K.T,11
2024/07/19,700141,Daulatpur,13
2024/07/19,700008,Barisha,10
2024/07/19,700010,Beleghata,24
2024/07/19,700012,Bowbazar,23
2024/07/19,700015,Entally,20
2024/07/19,700017,Kidderpore,16
2024/07/19,700018,Bartala,9
2024/07/19,700021,Fort William,25
2024/07/19,700024,Garden Reach,11
2024/07/19,700072,Hindustan Building,15
2024/07/19,700135,Rajarhat,19
2024/07/19,700136,New Town,16
2024/07/19,700023,Khiddirpore,9
2024/07/19,700091,Salt Lake Sector I,21
2024/07/19,700098,Bidhan Nagar,22
2024/07/19,700105,Kankurgachi,14
2024/07/19,700106,Phool Bagan,14
2024/07/19,700108,Shyambazar,16
2024/07/19,700109,Bagbazar,9
2024/07/20,700001,B.B.D. Bagh,17
2024/07/20,700007,Esplanade,18
2024/07/20,700013,Chittaranjan Avenue,26
2024/07/20,700014,Bhowanipore,7
2024/07/20,700016,Park Street,24
2024/07/20,700019,Ballygunge,13
2024/07/20,700020,A.J.C. Bose Road,27
2024/07/20,700022,Hastings,10
2024/07/20,700025,Bhawanipore,10
2024/07/20,700026,Kalighat,16
2024/07/20,700027,Alipore,24
2024/07/20,700029,Dover Lane,10
2024/07/20,700031,Dhakuria,13
2024/07/20,700032,Bijoygarh,12
2024/07/20,700033,Indrani Park,7
2024/07/20,700034,Behala,13
2024/07/20,700042,Kasba,8
2024/07/20,700044,Badartala,8
2024/07/20,700046,Abinash Chaowdhury Lane,13
2024/07/20,700047,Ganguly Bagan,6
2024/07/20,700053,Kalabagan,14
2024/07/20,700054,Bengal Chemical,13
2024/07/20,700061,Jairampur,8
2024/07/20,700066,Bidhangarh,8
2024/07/20,700068,Jodhpur Park,12
2024/07/20,700069,Great Eastern Hotel,21
2024/07/20,700073,Colootola,20
2024/07/20,700075,Garfa,8
2024/07/20,700078,Haltu,2
2024/07/20,700082,Haridevpur,15
2024/07/20,700085,K.G. Bose Sarani,10
2024/07/20,700086,Baghajatin,11
2024/07/20,700088,Brace Bridge,11
2024/07/20,700095,Golf Green,9
2024/07/20,700099,Kalikapur,7
2024/07/20,700107,E.K.T,13
2024/07/20,700141,Daulatpur,7
2024/07/20,700008,Barisha,8
2024/07/20,700010,Beleghata,17
2024/07/20,700012,Bowbazar,21
2024/07/20,700015,Entally,18
2024/07/20,700017,Kidderpore,9
2024/07/20,700018,Bartala,11
2024/07/20,700021,Fort William,24
2024/07/20,700024,Garden Reach,13
2024/07/20,700072,Hindustan Building,18
2024/07/20,700135,Rajarhat,18
2024/07/20,700136,New Town,17
2024/07/20,700023,Khiddirpore,10
2024/07/20,700091,Salt Lake Sector I,16
2024/07/20,700098,Bidhan Nagar,18
2024/07/20,700105,Kankurgachi,13
2024/07/20,700106,Phool Bagan,9
2024/07/20,700108,Shyambazar,23
2024/07/20,700109,Bagbazar,12
2024/07/21,700001,B.B.D. Bagh,16
2024/07/21,700007,Esplanade,10
2024/07/21,700013,Chittaranjan Avenue,21
2024/07/21,700014,Bhowanipore,7
2024/07/21,700016,Park Street,23
2024/07/21,700019,Ballygunge,10
2024/07/21,700020,A.J.C. Bose Road,19
2024/07/21,700022,Hastings,12
2024/07/21,700025,Bhawanipore,11
2024/07/21,700026,Kalighat,9
2024/07/21,700027,Alipore,2
2024/07/21,700029,Dover Lane,5
2024/07/21,700031,Dhakuria,16
2024/07/21,700032,Bijoygarh,9
2024/07/21,700033,Indrani Park,9
2024/07/21,700034,Behala,8
2024/07/21,700042,Kasba,8
2024/07/21,700044,Badartala,14
2024/07/21,700046,Abinash Chaowdhury Lane,7
2024/07/21,700047,Ganguly Bagan,3
2024/07/21,700053,Kalabagan,8
2024/07/21,700054,Bengal Chemical,15
2024/07/21,700061,Jairampur,4
2024/07/21,700066,Bidhangarh,10
2024/07/21,700068,Jodhpur Park,6
2024/07/21,700069,Great Eastern Hotel,17
2024/07/21,700073,Colootola,16
2024/07/21,700075,Garfa,10
2024/07/21,700078,Haltu,7
2024/07/21,700082,Haridevpur,9
2024/07/21,700085,K.G. Bose Sarani,10
2024/07/21,700086,Baghajatin,14
2024/07/21,700088,Brace Bridge,6
2024/07/21,700095,Golf Green,12
2024/07/21,700099,Kalikapur,11
2024/07/21,700107,E.K.T,13
2024/07/21,700141,Daulatpur,5
2024/07/21,700008,Barisha,7
2024/07/21,700010,Beleghata,7
2024/07/21,700012,Bowbazar,19
2024/07/21,700015,Entally,10
2024/07/21,700017,Kidderpore,6
2024/07/21,700018,Bartala,8
2024/07/21,700021,Fort William,17
2024/07/21,700024,Garden Reach,8
2024/07/21,700072,Hindustan Building,14
2024/07/21,700135,Rajarhat,10
2024/07/21,700136,New Town,8
2024/07/21,700023,Khiddirpore,11
2024/07/21,700091,Salt Lake Sector I,11
2024/07/21,700098,Bidhan Nagar,13
2024/07/21,700105,Kankurgachi,9
2024/07/21,700106,Phool Bagan,9
2024/07/21,700108,Shyambazar,15
2024/07/21,700109,Bagbazar,3
2024/07/22,700001,B.B.D. Bagh,25
2024/07/22,700007,Esplanade,24
2024/07/22,700013,Chittaranjan Avenue,22
2024/07/22,700014,Bhowanipore,8
2024/07/22,700016,Park Street,28
2024/07/22,700019,Ballygunge,6
2024/07/22,700020,A.J.C. Bose Road,29
2024/07/22,700022,Hastings,9
2024/07/22,700025,Bhawanipore,19
2024/07/22,700026,Kalighat,13
2024/07/22,700027,Alipore,11
2024/07/22,700029,Dover Lane,11
2024/07/22,700031,Dhakuria,12
2024/07/22,700032,Bijoygarh,17
2024/07/22,700033,Indrani Park,16
2024/07/22,700034,Behala,8
2024/07/22,700042,Kasba,9
2024/07/22,700044,Badartala,6
2024/07/22,700046,Abinash Chaowdhury Lane,10
2024/07/22,700047,Ganguly Bagan,12
2024/07/22,700053,Kalabagan,12
2024/07/22,700054,Bengal Chemical,17
2024/07/22,700061,Jairampur,10
2024/07/22,700066,Bidhangarh,7
2024/07/22,700068,Jodhpur Park,12
2024/07/22,700069,Great Eastern Hotel,11
2024/07/22,700073,Colootola,31
2024/07/22,700075,Garfa,13
2024/07/22,700078,Haltu,15
2024/07/22,700082,Haridevpur,15
2024/07/22,700085,K.G. Bose Sarani,13
2024/07/22,700086,Baghajatin,11
2024/07/22,700088,Brace Bridge,15
2024/07/22,700095,Golf Green,14
2024/07/22,700099,Kalikapur,13
2024/07/22,700107,E.K.T,7
2024/07/22,700141,Daulatpur,21
2024/07/22,700008,Barisha,8
2024/07/22,700010,Beleghata,14
2024/07/22,700012,Bowbazar,27
2024/07/22,700015,Entally,24
2024/07/22,700017,Kidderpore,17
2024/07/22,700018,Bartala,10
2024/07/22,700021,Fort William,30
2024/07/22,700024,Garden Reach,9
2024/07/22,700072,Hindustan Building,19
2024/07/22,700135,Rajarhat,17
2024/07/22,700136,New Town,26
2024/07/22,700023,Khiddirpore,9
2024/07/22,700091,Salt Lake Sector I,18
2024/07/22,700098,Bidhan Nagar,23
2024/07/22,700105,Kankurgachi,15
2024/07/22,700106,Phool Bagan,16
2024/07/22,700108,Shyambazar,22
2024/07/22,700109,Bagbazar,14
2024/07/23,700001,B.B.D. Bagh,27
2024/07/23,700007,Esplanade,24
2024/07/23,700013,Chittaranjan Avenue,18
2024/07/23,700014,Bhowanipore,7
2024/07/23,700016,Park Street,30
2024/07/23,700019,Ballygunge,9
2024/07/23,700020,A.J.C. Bose Road,22
2024/07/23,700022,Hastings,13
2024/07/23,700025,Bhawanipore,12
2024/07/23,700026,Kalighat,19
2024/07/23,700027,Alipore,11
2024/07/23,700029,Dover Lane,11
2024/07/23,700031,Dhakuria,17
2024/07/23,700032,Bijoygarh,15
2024/07/23,700033,Indrani Park,17
2024/07/23,700034,Behala,15
2024/07/23,700042,Kasba,11
2024/07/23,700044,Badartala,14
2024/07/23,700046,Abinash Chaowdhury Lane,13
2024/07/23,700047,Ganguly Bagan,11
2024/07/23,700053,Kalabagan,15
2024/07/23,700054,Bengal Chemical,15
2024/07/23,700061,Jairampur,8
2024/07/23,700066,Bidhangarh,12
2024/07/23,700068,Jodhpur Park,11
2024/07/23,700069,Great Eastern Hotel,28
2024/07/23,700073,Colootola,28
2024/07/23,700075,Garfa,10
2024/07/23,700078,Haltu,14
2024/07/23,700082,Haridevpur,13
2024/07/23,700085,K.G. Bose Sarani,18
2024/07/23,700086,Baghajatin,9
2024/07/23,700088,Brace Bridge,12
2024/07/23,700095,Golf Green,17
2024/07/23,700099,Kalikapur,11
2024/07/23,700107,E.K.T,13
2024/07/23,700141,Daulatpur,11
2024/07/23,700008,Barisha,11
2024/07/23,700010,Beleghata,19
2024/07/23,700012,Bowbazar,23
2024/07/23,700015,Entally,13
2024/07/23,700017,Kidderpore,6
2024/07/23,700018,Bartala,14
2024/07/23,700021,Fort William,25
2024/07/23,700024,Garden Reach,12
2024/07/23,700072,Hindustan Building,21
2024/07/23,700135,Rajarhat,16
2024/07/23,700136,New Town,13
2024/07/23,700023,Khiddirpore,14
2024/07/23,700091,Salt Lake Sector I,19
2024/07/23,700098,Bidhan Nagar,15
2024/07/23,700105,Kankurgachi,10
2024/07/23,700106,Phool Bagan,14
2024/07/23,700108,Shyambazar,28
2024/07/23,700109,Bagbazar,21
2024/07/24,700001,B.B.D. Bagh,26
2024/07/24,700007,Esplanade,24
2024/07/24,700013,Chittaranjan Avenue,26
2024/07/24,700014,Bhowanipore,16
2024/07/24,700016,Park Street,25
2024/07/24,700019,Ballygunge,15
2024/07/24,700020,A.J.C. Bose Road,21
2024/07/24,700022,Hastings,12
2024/07/24,700025,Bhawanipore,5
2024/07/24,700026,Kalighat,18
2024/07/24,700027,Alipore,7
2024/07/24,700029,Dover Lane,14
2024/07/24,700031,Dhakuria,10
2024/07/24,700032,Bijoygarh,19
2024/07/24,700033,Indrani Park,17
2024/07/24,700034,Behala,13
2024/07/24,700042,Kasba,13
2024/07/24,700044,Badartala,13
2024/07/24,700046,Abinash Chaowdhury Lane,14
2024/07/24,700047,Ganguly Bagan,7
2024/07/24,700053,Kalabagan,12
2024/07/24,700054,Bengal Chemical,16
2024/07/24,700061,Jairampur,12
2024/07/24,700066,Bidhangarh,12
2024/07/24,700068,Jodhpur Park,17
2024/07/24,700069,Great Eastern Hotel,28
2024/07/24,700073,Colootola,30
2024/07/24,700075,Garfa,8
2024/07/24,700078,Haltu,8
2024/07/24,700082,Haridevpur,15
2024/07/24,700085,K.G. Bose Sarani,4
2024/07/24,700086,Baghajatin,13
2024/07/24,700088,Brace Bridge,10
2024/07/24,700095,Golf Green,8
2024/07/24,700099,Kalikapur,11
2024/07/24,700107,E.K.T,8
2024/07/24,700141,Daulatpur,9
2024/07/24,700008,Barisha,13
2024/07/24,700010,Beleghata,20
2024/07/24,700012,Bowbazar,20
2024/07/24,700015,Entally,21
2024/07/24,700017,Kidderpore,6
2024/07/24,700018,Bartala,7
2024/07/24,700021,Fort William,19
2024/07/24,700024,Garden Reach,11
2024/07/24,700072,Hindustan Building,35
2024/07/24,700135,Rajarhat,13
2024/07/24,700136,New Town,14
2024/07/24,700023,Khiddirpore,13
2024/07/24,700091,Salt Lake Sector I,22
2024/07/24,700098,Bidhan Nagar,18
2024/07/24,700105,Kankurgachi,8
2024/07/24,700106,Phool Bagan,16
2024/07/24,700108,Shyambazar,32
2024/07/24,700109,Bagbazar,6
2024/07/25,700001,B.B.D. Bagh,20
2024/07/25,700007,Esplanade,24
2024/07/25,700013,Chittaranjan Avenue,21
2024/07/25,700014,Bhowanipore,13
2024/07/25,700016,Park Street,23
2024/07/25,700019,Ballygunge,16
2024/07/25,700020,A.J.C. Bose Road,24
2024/07/25,700022,Hastings,15
2024/07/25,700025,Bhawanipore,9
2024/07/25,700026,Kalighat,14
2024/07/25,700027,Alipore,14
2024/07/25,700029,Dover Lane,14
2024/07/25,700031,Dhakuria,12
2024/07/25,700032,Bijoygarh,13
2024/07/25,700033,Indrani Park,9
2024/07/25,700034,Behala,8
2024/07/25,700042,Kasba,8
2024/07/25,700044,Badartala,10
2024/07/25,700046,Abinash Chaowdhury Lane,8
2024/07/25,700047,Ganguly Bagan,14
2024/07/25,700053,Kalabagan,6
2024/07/25,700054,Bengal Chemical,17
2024/07/25,700061,Jairampur,9
2024/07/25,700066,Bidhangarh,19
2024/07/25,700068,Jodhpur Park,7
2024/07/25,700069,Great Eastern Hotel,18
2024/07/25,700073,Colootola,21
2024/07/25,700075,Garfa,16
2024/07/25,700078,Haltu,11
2024/07/25,700082,Haridevpur,11
2024/07/25,700085,K.G. Bose Sarani,9
2024/07/25,700086,Baghajatin,16
2024/07/25,700088,Brace Bridge,8
2024/07/25,700095,Golf Green,13
2024/07/25,700099,Kalikapur,14
2024/07/25,700107,E.K.T,16
2024/07/25,700141,Daulatpur,15
